state,date,age_0_5,age_5_17,age_18_greater
UTTAR PRADESH,2025-02-11,8793,7509,47
UTTAR PRADESH,2025-03-09,6731,7563,144
UTTAR PRADESH,2025-03-11,2230,2294,109
UTTAR PRADESH,2025-04-09,6018,6807,122
UTTAR PRADESH,2025-04-11,127,71,4
UTTAR PRADESH,2025-05-09,2445,1818,42
UTTAR PRADESH,2025-05-11,7676,5610,103
UTTAR PRADESH,2025-06-09,5668,5486,107
UTTAR PRADESH,2025-06-11,4686,2934,197
UTTAR PRADESH,2025-07-09,2612,1622,26
UTTAR PRADESH,2025-07-11,3483,3097,141
UTTAR PRADESH,2025-08-09,6945,6967,139
UTTAR PRADESH,2025-08-11,4616,3943,74
UTTAR PRADESH,2025-09-03,274,731,108
UTTAR PRADESH,2025-09-09,7809,8189,133
UTTAR PRADESH,2025-09-11,4562,3293,53
UTTAR PRADESH,2025-10-09,6972,7548,140
UTTAR PRADESH,2025-10-11,7740,6514,174
UTTAR PRADESH,2025-11-09,5531,6778,111
UTTAR PRADESH,2025-11-11,3303,2788,105
UTTAR PRADESH,2025-12-09,6748,7147,115
UTTAR PRADESH,2025-12-11,3477,4140,201
UTTARAKHAND,2025-01-04,998,204,74
UTTARAKHAND,2025-01-05,477,135,12
UTTARAKHAND,2025-01-06,160,80,54
UTTARAKHAND,2025-01-07,1863,479,21
UTTARAKHAND,2025-01-09,246,44,3
UTTARAKHAND,2025-01-11,111,23,1
UTTARAKHAND,2025-02-09,211,44,0
UTTARAKHAND,2025-02-11,549,86,0
UTTARAKHAND,2025-03-09,427,68,0
UTTARAKHAND,2025-03-11,325,52,4
UTTARAKHAND,2025-04-09,393,73,1
UTTARAKHAND,2025-04-11,8,1,0
UTTARAKHAND,2025-05-09,135,34,0
UTTARAKHAND,2025-05-11,488,69,0
UTTARAKHAND,2025-06-09,416,83,3
UTTARAKHAND,2025-06-11,280,41,1
UTTARAKHAND,2025-07-09,77,12,0
UTTARAKHAND,2025-07-11,291,42,1
UTTARAKHAND,2025-08-09,610,82,3
UTTARAKHAND,2025-08-11,376,63,0
UTTARAKHAND,2025-09-09,618,116,3
UTTARAKHAND,2025-09-11,347,37,1
UTTARAKHAND,2025-10-09,598,111,2
UTTARAKHAND,2025-10-11,470,72,1
UTTARAKHAND,2025-11-09,486,74,4
UTTARAKHAND,2025-11-11,333,42,0
UTTARAKHAND,2025-12-09,439,102,1
UTTARAKHAND,2025-12-11,231,43,2
WEST  BENGAL,2025-01-09,0,1,0
WEST  BENGAL,2025-04-09,1,0,0
WEST  BENGAL,2025-05-09,0,1,0
WEST  BENGAL,2025-07-09,1,0,0
WEST  BENGAL,2025-08-09,1,0,0
WEST  BENGAL,2025-08-11,0,1,0
WEST  BENGAL,2025-09-09,1,0,0
WEST  BENGAL,2025-10-09,0,1,0
WEST  BENGAL,2025-11-09,1,0,0
WEST  BENGAL,2025-12-09,1,0,0
WEST BANGAL,2025-03-09,1,0,0
WEST BANGAL,2025-11-09,1,1,0
WEST BENGAL,2025-01-04,2873,1014,381
WEST BENGAL,2025-01-05,5538,3500,544
WEST BENGAL,2025-01-06,3194,3323,754
WEST BENGAL,2025-01-07,15274,11657,1613
WEST BENGAL,2025-01-09,4243,1444,92
WEST BENGAL,2025-01-11,474,400,13
WEST BENGAL,2025-02-09,4572,1417,62
WEST BENGAL,2025-02-11,6883,1681,10
WEST BENGAL,2025-03-09,4570,1551,60
WEST BENGAL,2025-03-11,2307,769,12
WEST BENGAL,2025-04-09,4373,1367,84
WEST BENGAL,2025-04-11,82,24,0
WEST BENGAL,2025-05-09,3312,765,36
WEST BENGAL,2025-05-11,5244,1416,14
WEST BENGAL,2025-06-09,4706,1279,72
WEST BENGAL,2025-06-11,3131,723,11
WEST BENGAL,2025-07-09,2242,453,22
WEST BENGAL,2025-07-11,2482,758,19
WEST BENGAL,2025-08-09,4932,1422,61
WEST BENGAL,2025-08-11,2761,1020,15
WEST BENGAL,2025-09-03,45,30,46
WEST BENGAL,2025-09-09,5034,1424,68
WEST BENGAL,2025-09-11,3558,861,8
WEST BENGAL,2025-10-09,4902,1405,46
WEST BENGAL,2025-10-11,5110,1267,6
WEST BENGAL,2025-11-09,4504,1399,80
WEST BENGAL,2025-11-11,2516,801,7
WEST BENGAL,2025-12-09,4473,1376,51
WEST BENGAL,2025-12-11,1946,806,31
WESTBENGAL,2025-02-11,1,0,0
WESTBENGAL,2025-05-09,1,0,0
WESTBENGAL,2025-12-09,0,1,0
